	RBM47	RBM5	SRSF10	SRSF1	SRSF3	SRSF7	SRSF9	ELAVL1	PTBP1PTBP2	RBFOX2	RBM10	RBM15	RBM22	RBM27
Exoc6b_6_e2	0	2	0	2	1	0	0	0	0	1	0	2	2	1
Exoc6b_6_se	0	0	2	1	3	0	0	0	2	0	0	0	1	0
Exoc7_2_e1	0	1	1	1	1	0	1	0	0	0	0	0	2	0
Exoc7_2_e2	0	0	0	1	2	0	0	0	1	2	1	0	2	0
Exoc7_2_se	0	2	1	0	2	1	2	0	2	3	1	2	3	2
Exoc7_4_e1	0	1	0	0	1	0	0	0	1	2	0	0	2	0
Exoc7_4_e2	0	0	0	1	0	0	0	0	0	1	0	0	2	0
Exoc7_4_se	1	1	0	2	2	1	2	1	1	1	2	1	1	3
Exog_2_e1	0	1	0	0	0	0	0	0	0	1	0	3	3	1
Exog_2_e2	1	0	2	0	1	0	0	1	1	0	1	0	0	0
Exog_2_se	0	0	1	0	1	0	0	0	1	1	0	0	0	0
Exosc1_6_e1	1	0	2	0	3	1	1	1	1	1	1	0	1	0
Exosc1_6_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exosc1_6_se	0	1	1	0	1	1	1	0	2	0	0	0	2	1
Ext2_3_e1	1	0	0	2	2	0	0	0	1	1	0	0	1	1
Ext2_3_e2	0	1	0	2	0	0	0	0	0	2	0	1	2	1
Ext2_3_se	0	0	0	0	2	0	0	0	1	0	0	0	1	0
Extl3_2_e1	0	2	1	0	2	0	0	0	1	2	0	1	1	0
Extl3_2_e2	0	2	0	1	0	0	0	0	0	1	0	2	3	2
Extl3_2_se	2	1	1	0	2	0	0	1	2	0	1	0	1	0
Faf2_2_e1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Faf2_2_e2	0	0	1	0	1	1	1	0	0	0	0	0	0	0
Faf2_2_se	0	1	1	0	1	0	0	0	0	0	0	0	1	0
Faf2_3_e1	0	1	0	0	1	0	0	0	0	1	0	1	1	1
Faf2_3_e2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Faf2_3_se	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faim_2_e1	0	0	0	2	0	0	0	0	0	1	0	2	1	3
Faim_2_e2	1	0	0	1	1	0	0	1	1	0	1	0	0	0
Faim_2_se	0	0	1	0	0	2	2	0	0	0	0	0	0	0
Fam110b_4_e1	0	2	0	2	0	0	0	0	0	2	0	2	2	3
Fam110b_4_e2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Fam110b_4_se	1	0	2	0	0	0	0	1	0	0	0	0	0	0
Fam118b_2_e1	0	1	0	0	1	0	0	0	0	1	1	0	0	0
Fam118b_2_e2	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Fam118b_2_se	1	0	2	0	1	2	0	1	3	0	1	0	0	0
Fam118b_3_e1	0	0	1	0	2	1	1	0	2	1	0	0	0	0
Fam118b_3_e2	0	2	0	0	1	0	0	0	0	2	0	2	2	2
Fam118b_3_se	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Fam13b_8_e1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Fam13b_8_e2	1	0	0	0	1	0	0	1	1	0	0	0	0	0
Fam13b_8_se	2	0	0	0	1	0	0	2	1	0	0	0	0	0
Fam155a_2_e1	0	0	0	2	2	0	1	0	1	1	0	1	1	0
Fam155a_2_e2	0	1	0	0	0	0	0	0	0	1	0	0	1	1
Fam155a_2_se	3	0	0	0	0	0	0	2	0	0	0	0	0	0
Fam160a2_2_e1	1	0	1	0	1	1	0	0	2	0	0	0	0	0
Fam160a2_2_e2	0	3	1	1	1	0	0	0	0	3	0	2	2	2
Fam160a2_2_se	1	0	1	0	3	0	0	1	2	0	0	0	0	0
Fam168a_7_e1	0	1	0	0	1	0	0	0	0	2	0	1	2	1
Fam168a_7_e2	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Fam168a_7_se	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Fam168b_1_e1	0	0	0	1	3	1	1	0	2	1	1	0	1	0
Fam168b_1_e2	0	0	1	1	1	0	1	0	0	0	0	0	0	0
Fam168b_1_se	1	0	0	0	2	0	0	1	1	1	1	0	1	0
Fam171a1_2_e1	0	1	0	0	1	0	0	0	0	1	0	1	1	0
Fam171a1_2_e2	1	0	0	0	0	0	0	0	0	0	0	1	1	0
Fam171a1_2_se	1	0	0	0	0	1	1	0	0	0	0	0	0	0
Fam172a_4_e1	2	0	2	0	0	1	1	0	0	0	0	0	0	0
Fam172a_4_e2	2	0	0	0	1	0	1	1	1	0	0	0	0	0
Fam172a_4_se	3	0	1	1	1	1	1	1	2	0	1	0	0	0
Fam183b_1_e1	1	0	1	0	1	0	0	0	0	1	0	0	0	0
Fam183b_1_e2	0	1	1	0	1	0	0	0	1	1	0	2	1	1
Fam183b_1_se	1	2	0	1	0	0	0	1	0	2	1	0	2	1
Fam189b_2_e1	0	1	0	1	2	0	0	0	1	2	1	0	2	2
Fam189b_2_e2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fam189b_2_se	0	1	1	0	1	0	0	0	1	1	0	0	0	0
Fam189b_3_e1	0	1	0	1	1	1	1	0	0	1	1	0	1	0
Fam189b_3_e2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Fam189b_3_se	0	2	0	1	0	0	0	0	0	3	0	0	2	1
Fam189b_nmdSE_1_e1	0	0	0	1	1	1	1	0	0	0	0	0	0	0
Fam189b_nmdSE_1_e2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Fam189b_nmdSE_1_se	0	3	1	1	0	0	0	0	0	3	0	0	2	1
Fam204a_2_e1	1	0	1	0	1	0	0	1	0	0	0	0	0	0
Fam204a_2_e2	0	0	0	0	2	0	0	0	1	1	0	0	0	0
Fam204a_2_se	4	0	1	1	1	1	1	2	1	0	1	0	0	0
Fam20b_2_e1	1	0	0	0	1	1	1	0	1	0	0	0	0	0
Fam20b_2_e2	0	2	0	1	0	0	0	0	0	2	2	1	4	3
Fam20b_2_se	2	0	0	0	2	0	0	2	1	1	0	0	0	0
Fam220a_1_e1	0	1	0	0	0	0	0	0	0	1	0	1	1	1
Fam220a_1_e2	0	1	0	0	0	1	0	0	0	2	0	0	1	0
Fam220a_1_se	1	0	1	3	2	1	2	0	1	0	1	0	0	0
Fam229b_1_e1	1	0	0	0	0	0	0	2	1	0	0	0	0	0
Fam229b_1_e2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Fam229b_1_se	1	1	0	0	0	0	0	2	1	0	0	0	0	0
Fam229b_5_e1	1	0	0	0	0	0	0	2	1	0	0	0	0	0
Fam229b_5_e2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Fam229b_5_se	1	1	0	0	0	0	0	2	1	0	0	0	0	0
Fam3a_2_e1	0	0	0	0	0	0	0	0	0	1	1	0	1	0
Fam3a_2_e2	0	0	1	0	1	0	1	0	1	1	0	0	2	0
Fam3a_2_se	0	1	1	1	1	0	0	0	0	1	0	0	2	0
Fam3a_nmdSE_1_e1	0	0	0	0	0	0	0	0	0	1	1	0	1	0
Fam3a_nmdSE_1_e2	0	0	1	0	1	0	1	0	1	1	0	0	2	0
Fam3a_nmdSE_1_se	0	1	1	1	2	1	1	0	0	2	1	0	3	0
Fam45a_1_e1	2	0	2	0	2	1	0	1	0	0	1	0	0	0
Fam45a_1_e2	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Fam45a_1_se	3	0	1	0	0	0	0	2	0	0	0	0	0	0
Fam49a_3_e1	0	0	0	0	0	0	0	0	0	1	0	2	2	2
Fam49a_3_e2	0	0	1	0	2	0	0	0	1	1	0	0	1	0
Fam49a_3_se	0	0	0	0	0	0	0	0	2	0	0	0	1	0
Fam49b_1_e1	1	0	1	0	0	0	0	1	1	0	1	0	0	0
Fam49b_1_e2	0	3	0	0	0	0	0	0	0	4	0	2	2	2
Fam49b_1_se	1	0	1	1	3	1	0	2	1	0	0	0	0	0
Fam92a_4_e1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
Fam92a_4_e2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fam92a_4_se	1	0	1	1	2	0	0	0	1	0	0	0	1	0
Fance_2_e1	0	2	0	0	1	0	0	0	0	2	0	2	1	0
Fance_2_e2	0	1	1	1	0	0	0	0	0	2	0	0	1	0
Fance_2_se	0	1	1	0	0	0	0	0	0	3	0	1	3	1
Farsb_2_e1	0	1	1	0	1	0	0	0	1	1	0	0	0	0
Farsb_2_e2	0	1	0	0	0	0	0	0	0	1	0	1	2	1
Farsb_2_se	3	0	0	0	1	0	0	3	0	0	2	0	0	0
Faxc_16_e1	0	0	0	0	0	1	1	1	0	0	0	0	0	0
Faxc_16_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faxc_16_se	1	1	1	0	1	0	0	2	1	1	0	1	2	1
Faxc_8_e1	0	1	1	0	1	0	0	0	0	1	0	1	2	1
Faxc_8_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faxc_8_se	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Fbf1_10_e1	0	0	0	0	2	0	0	1	1	0	0	0	0	0
Fbf1_10_e2	1	1	0	0	1	0	0	0	1	0	0	0	0	0
Fbf1_10_se	2	0	0	1	2	1	2	1	0	1	1	0	1	0
Fbf1_6_e1	1	0	0	0	0	0	0	1	0	0	1	1	0	0
Fbf1_6_e2	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Fbf1_6_se	2	0	0	1	2	1	0	1	1	2	2	0	1	0
Fbf1_9_e1	0	0	0	1	2	1	1	0	1	0	2	0	0	0
Fbf1_9_e2	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Fbf1_9_se	1	0	0	1	1	1	1	1	0	1	2	1	0	0
Fbxl2_nmdSE_1_e1	0	0	1	0	1	2	2	0	2	0	0	0	0	0
Fbxl2_nmdSE_1_e2	0	2	0	0	1	0	0	0	0	2	0	2	2	1
Fbxl2_nmdSE_1_se	0	0	2	1	3	1	1	0	2	0	2	0	2	0
Fbxl5_4_e1	1	0	0	1	0	1	1	1	3	0	0	0	0	0
Fbxl5_4_e2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Fbxl5_4_se	3	0	0	0	0	0	0	2	0	0	0	0	0	0
Fbxl5_7_e1	1	0	0	1	0	1	1	1	3	0	0	0	0	0
Fbxl5_7_e2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Fbxl5_7_se	3	0	0	0	0	0	0	2	0	0	0	0	0	0
Fbxo42_3_e1	0	3	0	2	1	0	0	0	0	3	0	3	3	2
Fbxo42_3_e2	1	0	0	0	0	1	0	1	0	0	1	0	0	0
Fbxo42_3_se	0	0	2	1	2	1	2	0	2	1	1	0	1	0
Fbxo44_nmdSE_1_e1	0	0	0	1	1	1	2	0	0	1	1	0	1	1
Fbxo44_nmdSE_1_e2	0	1	0	1	0	0	0	0	0	1	0	0	1	0
Fbxo44_nmdSE_1_se	0	0	0	1	4	0	0	0	1	1	1	0	1	0
Fbxo44_nmdSE_3_e1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Fbxo44_nmdSE_3_e2	0	0	1	1	1	0	0	0	0	0	0	0	0	0
Fbxo44_nmdSE_3_se	0	1	1	1	3	0	1	0	0	2	1	1	2	2
Fbxw11_1_e1	0	2	0	1	0	0	0	0	0	2	1	2	2	2
Fbxw11_1_e2	1	0	0	0	1	0	0	2	2	0	0	0	1	0
Fbxw11_1_se	0	0	2	0	0	0	0	0	0	1	0	0	0	0
Fbxw11_2_e1	0	2	0	1	0	0	0	0	0	2	1	2	2	2
Fbxw11_2_e2	1	0	0	0	1	0	0	2	2	0	0	0	1	0
Fbxw11_2_se	0	0	2	0	1	1	1	0	1	0	0	0	0	0
Fbxw11_5_e1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Fbxw11_5_e2	1	0	0	0	1	0	0	2	2	0	0	0	1	0
Fbxw11_5_se	0	0	2	0	1	1	1	0	1	0	0	0	0	0
Fbxw11_6_e1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fbxw11_6_e2	1	0	0	0	1	0	0	2	2	0	0	0	1	0
Fbxw11_6_se	0	0	2	0	0	0	0	0	0	1	0	0	0	0
Fbxw11_8_e1	0	2	0	1	0	0	0	0	0	2	1	2	2	2
Fbxw11_8_e2	1	0	0	0	1	0	0	2	2	0	0	0	1	0
Fbxw11_8_se	0	0	0	1	0	1	0	1	1	0	0	0	0	0
Fbxw11_9_e1	0	2	0	1	0	0	0	0	0	2	1	2	2	2
Fbxw11_9_e2	0	0	2	0	0	1	1	0	0	0	0	0	0	0
Fbxw11_9_se	0	0	2	0	0	0	0	0	0	1	0	0	0	0
Fbxw11_nmdSE_1_e1	0	2	0	1	0	0	0	0	0	2	1	2	2	2
Fbxw11_nmdSE_1_e2	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Fbxw11_nmdSE_1_se	0	0	0	1	0	1	0	1	1	0	0	0	0	0
Fbxw17_nmdSE_1_e1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Fbxw17_nmdSE_1_e2	0	1	0	0	1	0	0	0	0	1	0	0	0	0
Fbxw17_nmdSE_1_se	1	1	2	2	4	1	0	1	2	0	0	1	3	0
Fbxw5_4_e1	0	1	0	0	1	0	1	0	0	2	0	1	1	2
Fbxw5_4_e2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fbxw5_4_se	0	1	0	0	1	0	0	0	1	2	0	0	0	0
Fchsd2_3_e1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Fchsd2_3_e2	1	0	1	0	2	0	0	1	3	0	0	0	0	0
Fchsd2_3_se	0	0	1	1	1	1	1	0	0	1	1	0	0	0
Fdps_2_e1	1	0	0	0	1	0	0	1	0	0	0	0	0	0
Fdps_2_e2	0	0	0	1	1	0	0	0	0	1	0	0	0	0
Fdps_2_se	0	4	2	1	2	0	0	0	0	4	0	3	3	4
Fez2_1_e1	1	0	1	0	0	0	0	1	0	0	1	0	0	0
Fez2_1_e2	0	1	1	0	0	0	0	0	0	1	0	1	1	1
Fez2_1_se	0	0	1	0	2	1	0	0	2	1	1	0	2	1
Fgf13_1_e1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Fgf13_1_e2	0	0	1	0	0	0	0	0	0	1	0	1	1	1
Fgf13_1_se	0	0	2	0	1	0	0	1	1	0	1	0	1	0
Fhl1_2_e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhl1_2_e2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Fhl1_2_se	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fhl1_3_e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhl1_3_e2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Fhl1_3_se	0	2	0	2	1	0	0	0	0	2	0	1	4	1
Fibp_1_e1	0	1	1	1	0	0	2	0	0	1	0	1	1	1
Fibp_1_e2	0	1	0	0	0	0	0	0	1	1	0	0	0	0
Fibp_1_se	0	1	0	1	1	0	0	0	0	0	0	0	0	0
Fip1l1_2_e1	1	1	0	0	1	0	0	1	1	0	0	0	0	0
Fip1l1_2_e2	1	0	1	0	1	0	0	0	1	0	0	0	0	0
Fip1l1_2_se	2	0	1	0	0	1	1	2	0	0	0	0	0	0
Fip1l1_5_e1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Fip1l1_5_e2	1	0	0	0	1	0	0	1	2	0	0	0	0	0
Fip1l1_5_se	3	0	0	0	3	1	1	3	1	0	1	0	0	0
Fktn_nmdSE_1_e1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Fktn_nmdSE_1_e2	1	0	0	0	2	1	1	1	1	0	0	0	0	0
Fktn_nmdSE_1_se	2	0	0	1	0	1	0	0	2	0	0	0	0	0
Flcn_1_e1	1	0	1	0	2	0	0	1	2	0	0	0	1	0
Flcn_1_e2	0	2	0	0	2	0	0	1	0	2	0	1	2	2
Flcn_1_se	0	2	1	0	1	1	1	0	1	1	0	2	3	1
Flot1_1_e1	0	1	0	1	1	0	0	0	1	1	0	1	1	0
Flot1_1_e2	0	1	0	1	0	0	0	0	1	1	0	1	1	1
Flot1_1_se	0	2	1	0	2	0	0	0	0	1	0	0	2	1
Flot2_1_e1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
Flot2_1_e2	0	1	0	1	0	1	0	0	1	1	0	1	1	1
Flot2_1_se	0	2	0	0	0	0	0	0	0	2	0	1	2	2
Flot2_2_e1	0	1	0	0	0	0	0	0	0	1	0	1	1	1
Flot2_2_e2	0	1	0	1	0	1	0	0	1	1	0	1	1	1
Flot2_2_se	0	1	0	1	2	0	0	0	0	3	1	0	2	1
Flot2_3_e1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
Flot2_3_e2	0	1	0	0	1	0	0	0	0	1	0	0	1	1
Flot2_3_se	0	2	0	0	0	0	0	0	0	2	0	1	2	2
Flot2_4_e1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
Flot2_4_e2	0	1	0	1	0	1	0	0	1	1	0	1	1	1
Flot2_4_se	0	1	0	1	2	0	0	0	0	3	1	0	2	1
Flywch2_1_e1	0	1	0	0	0	0	0	0	1	1	1	1	3	0
Flywch2_1_e2	0	4	0	3	1	0	0	0	0	4	0	1	3	2
Flywch2_1_se	0	5	1	3	2	2	2	0	1	4	1	3	6	3
Fnbp1l_3_e1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Fnbp1l_3_e2	1	1	0	0	0	0	0	0	0	1	0	0	0	0
Fnbp1l_3_se	2	0	0	0	1	1	1	1	1	0	0	0	0	0
Fnbp1l_4_e1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Fnbp1l_4_e2	1	1	0	0	0	0	0	0	0	1	0	0	0	0
Fnbp1l_4_se	2	0	0	1	2	2	2	1	0	0	1	0	0	0
Fnbp1l_9_e1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Fnbp1l_9_e2	0	0	0	0	1	1	1	0	0	0	0	0	0	0
Fnbp1l_9_se	2	0	0	0	1	1	1	1	1	0	0	0	0	0
Fnbp4_6_e1	1	0	1	0	1	0	0	1	3	0	0	0	0	0
Fnbp4_6_e2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Fnbp4_6_se	0	0	1	0	0	2	2	0	1	0	1	0	0	0
Fopnl_1_e1	0	0	0	0	1	0	0	2	2	0	0	0	0	0
Fopnl_1_e2	0	0	0	0	1	0	0	0	0	1	0	1	1	0
Fopnl_1_se	5	0	1	1	1	1	1	3	0	0	1	0	0	0
Fopnl_5_e1	0	0	0	0	1	0	0	2	2	0	0	0	0	0
Fopnl_5_e2	3	0	1	0	0	0	0	1	0	0	0	0	0	0
Fopnl_5_se	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Fopnl_7_e1	0	0	0	0	1	0	0	2	2	0	0	0	0	0
Fopnl_7_e2	0	0	0	0	1	0	0	0	0	1	0	1	1	0
Fopnl_7_se	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Fopnl_8_e1	0	0	0	1	1	0	0	0	1	1	0	0	0	0
Fopnl_8_e2	0	0	0	0	1	0	0	0	0	1	0	1	1	0
Fopnl_8_se	5	0	1	1	1	1	1	3	0	0	1	0	0	0
Foxj3_3_e1	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Foxj3_3_e2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Foxj3_3_se	3	0	2	1	0	2	2	2	0	0	1	0	0	0
Foxn3_2_e1	1	0	0	0	1	1	0	1	2	0	1	0	1	0
Foxn3_2_e2	0	0	0	0	1	0	0	0	2	1	0	0	1	0
Foxn3_2_se	1	0	0	0	0	1	1	1	1	0	0	0	0	0
Fra10ac1_4_e1	2	0	0	0	0	0	0	2	0	0	2	0	0	0
Fra10ac1_4_e2	1	0	2	0	2	0	0	1	0	1	0	0	0	0
Fra10ac1_4_se	4	0	0	1	1	1	1	2	0	0	1	0	0	0
Fubp1_3_e1	2	0	1	0	0	0	1	1	1	0	1	0	0	0
Fubp1_3_e2	1	0	0	0	0	0	0	1	0	0	2	0	0	0
Fubp1_3_se	3	0	0	0	0	2	1	2	0	0	0	0	0	0
Fut8_4_e1	1	0	1	0	1	1	1	0	0	0	1	0	0	0
Fut8_4_e2	1	1	0	0	0	0	0	1	1	1	0	0	0	1
Fut8_4_se	2	0	0	0	0	0	0	2	0	0	0	0	0	0
Fxr1_7_e1	0	0	0	1	1	1	1	0	0	0	1	0	0	0
Fxr1_7_e2	1	0	1	0	0	0	0	1	1	0	0	0	0	0
Fxr1_7_se	3	0	0	0	1	0	0	3	2	0	1	0	1	0
Fyttd1_3_e1	0	0	2	0	2	0	0	2	1	0	0	0	0	0
Fyttd1_3_e2	2	0	0	0	0	1	0	1	0	0	1	0	0	0
Fyttd1_3_se	2	0	1	1	0	1	1	2	1	0	2	0	0	0
G3bp1_5_e1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
G3bp1_5_e2	0	0	0	0	2	0	1	0	1	0	0	0	0	0
G3bp1_5_se	0	0	1	0	0	1	1	0	0	0	0	0	1	0
G3bp2_4_e1	1	0	0	0	0	0	0	1	1	0	0	1	0	0
G3bp2_4_e2	0	0	2	1	0	0	0	0	1	0	0	1	1	0
G3bp2_4_se	1	0	0	0	1	0	0	2	1	0	1	0	1	0
Gabpb1_4_e1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
Gabpb1_4_e2	1	0	1	1	1	0	1	1	1	0	1	0	0	0
Gabpb1_4_se	2	0	0	0	0	0	0	3	0	0	0	0	1	0
Gabrg2_1_e1	0	0	1	0	1	0	0	0	1	0	0	0	0	0
Gabrg2_1_e2	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Gabrg2_1_se	1	0	1	0	2	0	0	1	2	0	2	0	0	0
Gak_4_e1	0	0	0	0	1	1	1	0	0	0	0	0	0	0
Gak_4_e2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Gak_4_se	0	0	1	1	2	1	0	0	2	1	0	0	0	0
Galk2_nmdSE_1_e1	0	0	0	1	0	0	0	0	0	1	1	1	1	1
Galk2_nmdSE_1_e2	0	0	1	1	1	1	0	1	0	1	0	0	0	1
Galk2_nmdSE_1_se	0	1	2	2	2	0	0	0	0	2	0	0	2	0
Galt_2_e1	0	1	1	0	1	0	0	0	0	1	0	1	2	0
Galt_2_e2	0	1	1	0	1	0	0	0	0	1	0	0	0	0
Galt_2_se	0	0	0	2	2	1	0	0	0	0	1	0	0	0
Ganab_2_e1	0	1	0	1	0	0	1	0	0	1	0	0	1	1
Ganab_2_e2	0	1	0	0	2	1	1	0	0	1	0	1	1	1
Ganab_2_se	0	2	2	1	2	0	0	0	0	2	0	0	2	0
Gapvd1_3_e1	0	0	1	0	1	0	0	0	1	0	1	0	1	0
Gapvd1_3_e2	0	1	1	1	1	0	0	0	0	0	0	0	0	0
Gapvd1_3_se	2	0	1	0	1	1	0	1	1	0	1	0	0	0
Gapvd1_5_e1	1	0	0	0	0	0	1	1	0	0	0	0	0	0
Gapvd1_5_e2	1	0	1	1	1	0	0	1	0	0	1	0	0	0
Gapvd1_5_se	2	0	0	0	0	0	0	2	4	1	0	0	0	0
Garnl3_1_e1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Garnl3_1_e2	0	1	1	0	2	0	0	0	2	1	1	0	1	1
Garnl3_1_se	1	0	1	0	1	0	0	1	0	0	1	0	0	0
Garnl3_nmdSE_1_e1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Garnl3_nmdSE_1_e2	0	1	1	0	2	0	0	0	2	1	1	1	1	1
Garnl3_nmdSE_1_se	1	0	1	0	1	0	0	1	0	0	1	0	0	0
Gas5_13_e1	2	0	0	0	0	0	0	2	2	1	1	0	0	0
Gas5_13_e2	1	0	0	0	0	2	0	2	0	0	0	0	0	0
Gas5_13_se	1	0	0	0	0	0	0	1	0	1	0	0	0	0
Gba_1_e1	0	0	2	1	1	0	0	0	0	0	0	0	0	0
Gba_1_e2	0	0	0	1	1	1	1	0	0	0	0	0	0	0
Gba_1_se	1	0	1	1	1	1	1	1	2	0	2	0	1	0
Gcsh_1_e1	1	0	0	0	2	0	0	1	1	0	0	0	1	0
Gcsh_1_e2	0	0	0	1	0	0	0	0	0	1	1	1	1	2
Gcsh_1_se	0	0	1	0	3	0	0	0	1	0	0	0	0	0
Gfod2_1_e1	0	0	1	1	3	0	0	0	0	1	1	0	0	0
Gfod2_1_e2	0	0	0	0	0	1	0	0	0	1	0	0	1	1
Gfod2_1_se	0	3	1	2	1	0	1	0	0	2	0	0	2	1
Gfra2_1_e1	1	0	1	0	1	0	0	0	1	1	0	0	0	1
Gfra2_1_e2	0	1	0	1	0	0	0	0	0	1	0	2	1	1
Gfra2_1_se	0	2	2	1	1	0	0	0	0	1	0	0	1	0
Gfra2_3_e1	1	0	1	0	1	0	0	0	1	1	0	0	0	1
Gfra2_3_e2	0	1	2	0	1	0	0	0	0	1	0	0	0	0
Gfra2_3_se	0	3	1	2	2	1	1	0	1	3	2	3	4	2
Gfra4_1_e1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gfra4_1_e2	0	2	0	1	0	0	0	0	0	2	0	2	2	2
Gfra4_1_se	0	1	0	0	2	0	1	1	1	1	0	0	2	0
Git2_5_e1	0	0	1	0	1	0	0	0	2	0	0	0	0	0
Git2_5_e2	0	0	1	2	1	0	0	0	0	1	0	0	1	0
Git2_5_se	1	0	0	0	1	0	0	1	0	0	0	0	0	0
Git2_6_e1	0	0	1	0	1	0	0	1	2	0	0	0	1	0
Git2_6_e2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Git2_6_se	1	0	1	0	0	0	0	1	0	0	1	0	0	0
Git2_7_e1	0	0	1	0	1	0	0	1	2	0	0	0	1	0
Git2_7_e2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Git2_7_se	1	0	1	0	0	0	0	1	0	0	1	0	0	0
Git2_8_e1	0	0	1	0	1	0	0	0	2	0	0	0	0	0
Git2_8_e2	0	0	1	2	1	0	0	0	0	1	0	0	1	0
Git2_8_se	1	0	0	0	1	0	0	1	0	0	0	0	0	0
Git2_9_e1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Git2_9_e2	0	0	0	1	1	1	1	0	1	2	0	1	1	0
Git2_9_se	1	2	0	1	3	1	1	1	2	3	1	2	3	1
Glrb_nmdSE_1_e1	1	1	0	1	1	0	0	1	1	1	1	0	1	1
Glrb_nmdSE_1_e2	0	0	1	0	1	0	0	0	1	0	0	0	0	0
Glrb_nmdSE_1_se	0	0	0	1	3	2	3	0	3	0	3	0	0	0
Gnaz_1_e1	0	2	0	0	0	0	1	0	0	2	1	2	2	1
Gnaz_1_e2	0	2	0	1	0	0	1	0	0	2	0	2	1	1
Gnaz_1_se	1	1	0	1	2	0	1	1	1	0	0	0	1	0
Gnb1_2_e1	0	3	0	1	0	0	0	0	0	3	0	2	3	1
Gnb1_2_e2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gnb1_2_se	1	0	1	1	2	1	1	0	1	0	1	0	0	0
Gnl2_1_e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnl2_1_e2	0	0	1	0	1	1	0	0	0	1	0	0	0	0
Gnl2_1_se	1	0	1	0	0	0	0	1	2	0	0	0	0	0
Gnl2_2_e1	0	0	0	1	0	1	2	0	0	0	0	0	0	0
Gnl2_2_e2	0	0	1	1	2	0	0	0	1	0	0	0	0	0
Gnl2_2_se	1	0	0	0	1	1	1	1	1	1	0	0	1	0
Golga2_2_e1	1	0	1	1	1	1	1	1	0	1	2	0	2	1
Golga2_2_e2	0	3	0	1	0	0	0	0	0	2	0	0	1	0
