	RBM47	RBM5	SRSF10	SRSF1	SRSF3	SRSF7	SRSF9	ELAVL1	PTBP1PTBP2	RBFOX2	RBM10	RBM15	RBM22	RBM27
Scn1a_3_e2	2	0	0	0	3	0	0	1	1	1	1	0	0	0
Scn1a_3_se	2	0	1	0	1	0	1	1	1	0	0	0	0	0
Scnm1_1_e1	0	0	0	1	2	1	1	0	1	0	1	0	0	0
Scnm1_1_e2	0	1	0	1	1	1	0	0	0	1	0	0	0	0
Scnm1_1_se	1	1	0	0	2	1	0	2	3	2	0	2	3	0
Sdccag3_10_e1	0	1	0	0	0	0	0	0	1	2	0	0	2	1
Sdccag3_10_e2	0	1	1	1	0	1	1	1	1	1	0	0	1	0
Sdccag3_10_se	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sdccag3_11_e1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sdccag3_11_e2	0	1	1	1	0	1	1	1	1	1	0	0	1	0
Sdccag3_11_se	0	1	1	2	2	0	0	0	0	1	0	1	1	1
Sdccag3_3_e1	0	0	1	0	0	0	0	1	1	0	0	0	0	0
Sdccag3_3_e2	0	3	0	0	0	0	0	0	1	3	0	2	2	2
Sdccag3_3_se	0	1	0	0	0	0	1	0	1	1	0	1	1	1
Sdccag3_4_e1	0	0	1	0	0	0	0	1	1	0	0	0	0	0
Sdccag3_4_e2	0	3	0	0	0	0	0	0	0	3	0	2	2	2
Sdccag3_4_se	0	1	0	1	1	0	1	0	1	2	1	2	2	2
Sdccag3_5_e1	0	0	1	0	0	0	0	1	1	0	0	0	0	0
Sdccag3_5_e2	0	1	0	1	1	0	1	0	0	2	1	1	2	1
Sdccag3_5_se	0	1	0	0	0	0	1	0	1	1	0	1	1	1
Sdccag3_6_e1	0	1	0	0	0	0	0	0	1	2	0	0	2	1
Sdccag3_6_e2	0	1	1	2	2	0	0	0	0	1	0	1	1	1
Sdccag3_6_se	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sdccag3_7_e1	0	1	0	0	0	0	0	0	1	2	0	0	2	1
Sdccag3_7_e2	0	1	1	1	0	1	1	1	1	1	0	0	1	0
Sdccag3_7_se	0	1	1	2	2	0	0	0	0	1	0	1	1	1
Sdccag3_9_e1	0	1	0	0	0	0	0	0	1	2	0	0	2	1
Sdccag3_9_e2	0	1	1	1	1	0	0	0	0	1	0	1	1	1
Sdccag3_9_se	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sdr39u1_3_e1	1	1	0	1	1	0	1	1	1	1	0	0	1	0
Sdr39u1_3_e2	0	1	0	0	1	0	0	0	0	1	0	0	2	1
Sdr39u1_3_se	0	1	0	0	0	0	0	0	0	2	0	0	1	2
Sec24b_1_e1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sec24b_1_e2	1	0	0	0	0	0	0	0	0	1	0	1	1	1
Sec24b_1_se	2	0	1	1	1	0	0	1	2	2	1	0	0	0
Sema6d_3_e1	0	1	0	0	1	0	0	0	1	1	0	0	1	0
Sema6d_3_e2	1	0	0	1	1	1	1	0	0	0	1	0	0	0
Sema6d_3_se	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Sema6d_7_e1	0	1	0	0	1	0	0	0	1	1	0	0	1	0
Sema6d_7_e2	1	0	0	1	1	1	1	0	0	0	1	0	0	0
Sema6d_7_se	1	1	3	0	1	0	0	1	0	1	1	0	1	0
Senp7_1_e1	3	0	1	0	1	2	2	2	1	0	0	0	0	0
Senp7_1_e2	1	0	0	0	0	0	0	1	1	0	0	0	0	0
Senp7_1_se	1	0	1	0	1	0	0	1	0	0	0	0	0	0
Senp7_3_e1	1	0	0	1	1	0	0	0	1	0	0	0	0	0
Senp7_3_e2	1	0	0	0	1	1	1	1	1	1	1	0	0	0
Senp7_3_se	4	0	3	0	0	1	0	2	1	0	0	0	1	0
Senp7_4_e1	2	0	2	0	1	1	0	2	1	0	0	0	0	0
Senp7_4_e2	2	0	0	1	1	0	0	2	1	0	0	0	0	0
Senp7_4_se	2	0	2	0	1	1	0	3	0	0	0	0	0	0
Senp7_9_e1	1	0	0	1	1	0	0	0	1	0	0	0	0	0
Senp7_9_e2	2	0	1	0	0	1	0	2	1	0	0	0	1	0
Senp7_9_se	2	0	1	0	1	0	0	1	2	0	0	0	0	0
Serp2_1_e1	0	2	0	0	1	0	0	0	1	1	1	0	0	0
Serp2_1_e2	0	1	0	2	0	0	0	0	0	1	0	2	1	1
Serp2_1_se	1	0	0	1	1	1	0	2	0	0	0	0	1	0
Setd3_3_e1	0	0	2	0	2	1	1	0	1	1	1	1	1	1
Setd3_3_e2	0	1	0	0	0	0	0	0	0	1	0	0	1	1
Setd3_3_se	1	0	1	1	3	2	0	1	1	1	1	1	1	0
Setd3_4_e1	1	0	0	0	1	0	0	1	2	0	1	0	0	0
Setd3_4_e2	0	4	0	1	1	0	0	0	0	2	0	2	2	2
Setd3_4_se	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Setd6_2_e1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Setd6_2_e2	0	0	0	1	1	1	1	0	0	0	0	0	0	0
Setd6_2_se	0	0	1	0	1	1	1	0	1	0	0	0	0	0
Setd6_3_e1	0	0	0	0	1	1	0	0	2	0	1	0	0	0
Setd6_3_e2	0	0	0	0	1	1	1	0	1	0	1	0	0	0
Setd6_3_se	0	0	0	1	2	1	1	0	1	0	0	0	0	0
Sez6_2_e1	0	2	0	0	1	0	0	0	0	3	0	1	1	1
Sez6_2_e2	0	1	0	0	0	0	1	0	1	1	1	1	2	0
Sez6_2_se	0	2	0	0	1	0	0	0	0	2	0	1	2	1
Sez6l2_3_e1	0	1	1	0	2	1	1	0	1	1	1	1	1	1
Sez6l2_3_e2	0	2	1	0	1	0	0	0	0	2	0	1	1	1
Sez6l2_3_se	0	1	0	1	2	0	0	0	1	2	0	2	3	2
Sf1_1_e1	0	0	1	0	1	0	0	0	2	0	0	0	0	0
Sf1_1_e2	0	1	1	1	2	1	1	0	1	1	0	0	2	0
Sf1_1_se	1	1	1	0	0	1	0	1	1	1	0	0	1	1
Sf3b1_nmdSE_1_e1	1	0	1	0	1	0	0	1	1	0	0	0	0	0
Sf3b1_nmdSE_1_e2	1	0	0	0	0	0	0	1	1	0	0	0	0	0
Sf3b1_nmdSE_1_se	2	0	1	1	1	1	1	2	2	0	0	0	0	0
Sfswap_1_e1	0	1	1	0	1	0	0	0	0	2	0	0	1	1
Sfswap_1_e2	0	0	0	0	1	0	1	0	1	1	1	0	1	0
Sfswap_1_se	0	1	1	0	1	0	1	0	0	3	0	4	2	1
Sgce_1_e1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Sgce_1_e2	1	0	0	0	0	1	0	1	0	0	0	0	0	0
Sgce_1_se	2	0	0	0	0	0	0	1	1	0	0	0	0	0
Sgce_2_e1	2	0	0	0	0	0	0	2	0	0	1	0	0	0
Sgce_2_e2	0	0	0	0	1	0	0	0	1	0	0	0	1	1
Sgce_2_se	2	0	0	0	1	0	0	2	1	0	0	0	0	0
Sgce_5_e1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Sgce_5_e2	1	0	0	0	0	1	0	1	0	0	0	0	0	0
Sgce_5_se	3	0	0	0	0	0	0	1	1	0	1	0	0	0
Sgip1_2_e1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
Sgip1_2_e2	2	0	0	1	0	2	2	3	2	0	1	0	0	0
Sgip1_2_se	1	1	1	0	1	0	0	1	3	1	1	0	1	1
Sgip1_4_e1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Sgip1_4_e2	0	1	0	2	1	0	0	0	0	1	0	1	1	1
Sgip1_4_se	1	4	1	2	4	2	4	1	1	4	0	2	5	3
Sgip1_5_e1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
Sgip1_5_e2	2	0	0	1	0	2	2	3	2	0	1	0	0	0
Sgip1_5_se	1	1	1	0	1	0	0	1	3	1	1	0	1	1
Sgip1_7_e1	0	0	0	1	2	0	0	0	0	1	0	0	0	0
Sgip1_7_e2	1	1	1	1	0	0	0	1	0	1	0	2	1	1
Sgip1_7_se	1	1	3	1	1	1	1	1	1	1	1	0	0	0
Sh2b1_1_e1	0	1	1	1	0	2	1	0	1	1	1	0	1	0
Sh2b1_1_e2	0	2	1	0	1	0	0	0	0	3	0	2	2	2
Sh2b1_1_se	0	2	0	2	3	2	2	0	1	3	2	2	2	2
Sh2b1_2_e1	0	1	1	1	0	2	1	0	1	1	1	0	1	0
Sh2b1_2_e2	0	2	1	0	1	0	0	0	0	4	0	1	3	1
Sh2b1_2_se	0	2	0	2	3	2	2	0	1	3	2	2	2	2
Sh3glb1_3_e1	1	0	0	0	1	0	0	1	0	0	1	0	0	0
Sh3glb1_3_e2	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Sh3glb1_3_se	1	0	0	1	0	0	0	1	0	0	0	0	0	0
Sh3glb2_1_e1	0	1	1	0	2	0	0	0	2	2	0	1	3	0
Sh3glb2_1_e2	0	1	0	0	1	0	0	0	1	1	0	0	1	0
Sh3glb2_1_se	1	1	0	0	1	0	0	1	1	2	0	2	3	2
Sh3glb2_2_e1	0	1	1	0	2	0	0	0	2	2	0	1	3	0
Sh3glb2_2_e2	0	1	0	0	1	0	0	0	1	1	0	0	1	0
Sh3glb2_2_se	0	1	0	0	0	0	0	0	0	1	0	1	3	2
Sh3glb2_3_e1	0	0	0	0	0	1	0	0	0	1	0	0	1	0
Sh3glb2_3_e2	0	1	0	0	0	0	0	0	0	1	0	1	2	0
Sh3glb2_3_se	1	1	0	0	1	0	0	1	1	1	0	1	2	1
Sh3glb2_4_e1	0	1	0	0	0	0	0	0	0	1	0	0	2	1
Sh3glb2_4_e2	0	1	0	0	1	0	0	0	1	1	0	0	1	0
Sh3glb2_4_se	1	1	0	0	1	0	0	1	1	2	0	2	3	2
Sh3kbp1_1_e1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Sh3kbp1_1_e2	0	0	1	0	1	0	0	0	1	1	0	0	0	0
Sh3kbp1_1_se	0	0	1	0	1	0	0	0	1	0	0	1	1	1
Sh3kbp1_5_e1	0	0	0	0	1	0	0	0	2	1	0	0	1	0
Sh3kbp1_5_e2	0	1	0	0	0	0	0	0	0	2	0	1	2	0
Sh3kbp1_5_se	0	1	2	0	2	0	1	1	3	0	0	0	0	0
Shank3_3_e1	0	2	0	1	0	0	1	0	0	2	0	2	2	1
Shank3_3_e2	0	1	0	1	0	0	1	0	0	1	0	1	2	0
Shank3_3_se	0	2	0	1	1	1	1	0	0	2	1	1	2	1
Sharpin_1_e1	0	1	0	0	0	1	1	0	2	1	0	0	1	1
Sharpin_1_e2	1	1	0	1	1	0	1	0	1	1	0	1	1	1
Sharpin_1_se	0	1	0	2	1	1	0	0	2	2	0	2	1	0
Shd_2_e1	0	1	0	1	0	0	2	0	0	2	0	2	2	2
Shd_2_e2	0	1	1	0	2	0	0	0	1	1	0	0	1	1
Shd_2_se	0	2	1	0	2	0	0	0	1	3	0	0	3	1
Shmt2_1_e1	0	0	1	2	1	0	0	0	1	1	0	1	1	0
Shmt2_1_e2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Shmt2_1_se	0	3	0	2	1	0	0	0	0	2	1	2	4	2
Shtn1_1_e1	1	0	0	0	1	0	0	1	1	0	0	0	0	0
Shtn1_1_e2	1	0	1	0	2	0	0	1	1	0	1	0	0	0
Shtn1_1_se	2	0	0	1	1	1	1	2	2	0	1	0	1	0
Shtn1_3_e1	1	0	0	0	1	0	0	1	1	0	0	0	0	0
Shtn1_3_e2	1	0	1	0	2	0	0	1	1	0	1	0	0	0
Shtn1_3_se	1	0	2	0	1	0	0	1	1	0	0	0	0	0
Sidt2_2_e1	0	1	1	1	1	1	2	0	1	1	0	1	2	1
Sidt2_2_e2	0	1	0	0	2	0	0	0	0	1	0	0	0	0
Sidt2_2_se	0	1	0	0	2	0	1	0	2	3	1	1	3	2
Sidt2_7_e1	0	0	0	0	1	0	0	0	1	1	1	0	1	1
Sidt2_7_e2	0	1	0	0	1	0	0	0	0	1	0	0	1	0
Sidt2_7_se	0	2	1	1	2	1	1	0	1	2	1	0	2	0
Sirt2_2_e1	0	2	0	0	1	0	0	0	0	3	1	2	2	2
Sirt2_2_e2	0	1	2	1	1	1	1	0	1	1	1	0	2	0
Sirt2_2_se	0	1	1	2	1	1	1	0	0	3	2	1	3	2
Slc15a4_4_e1	0	1	1	1	1	1	1	0	0	1	0	0	0	0
Slc15a4_4_e2	0	2	0	0	1	0	0	0	1	2	0	0	2	0
Slc15a4_4_se	1	0	1	0	2	0	0	0	1	0	0	0	1	0
Slc15a4_5_e1	0	1	1	1	1	1	1	0	0	1	0	0	0	0
Slc15a4_5_e2	0	2	0	0	1	0	0	0	1	2	0	0	2	0
Slc15a4_5_se	1	0	1	0	2	0	0	0	1	0	0	0	1	0
Slc23a2_1_e1	2	0	0	0	0	0	0	2	1	0	0	0	0	0
Slc23a2_1_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc23a2_1_se	1	1	0	0	1	0	0	1	1	1	0	0	1	0
Slc25a19_2_e1	2	0	0	1	1	1	0	2	0	0	1	0	0	0
Slc25a19_2_e2	0	3	0	1	2	0	0	0	1	1	0	1	2	1
Slc25a19_2_se	0	4	0	2	1	0	1	0	1	3	0	1	2	1
Slc25a19_9_e1	0	2	0	2	0	0	1	0	1	1	0	1	1	1
Slc25a19_9_e2	0	3	0	1	2	0	0	0	1	1	0	1	2	1
Slc25a19_9_se	1	0	0	4	2	2	2	1	0	1	2	1	1	1
Slc25a1_2_e1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Slc25a1_2_e2	0	1	0	1	0	0	0	0	0	1	0	1	1	1
Slc25a1_2_se	0	0	0	0	1	0	0	0	0	0	0	1	3	1
Slc25a25_1_e1	0	0	0	2	1	0	1	0	0	2	0	0	0	0
Slc25a25_1_e2	0	0	1	0	1	0	0	0	0	1	0	0	0	0
Slc25a25_1_se	1	0	0	0	1	0	0	0	3	0	0	0	1	0
Slc25a33_1_e1	0	1	0	0	2	0	0	0	2	1	0	0	1	0
Slc25a33_1_e2	1	0	0	0	0	0	0	1	2	0	1	0	0	0
Slc25a33_1_se	1	0	0	0	1	0	0	0	0	2	1	1	0	1
Slc25a44_1_e1	0	1	0	0	0	0	0	0	0	1	0	0	1	0
Slc25a44_1_e2	0	2	0	0	1	0	0	0	1	1	0	0	1	1
Slc25a44_1_se	0	1	0	1	0	1	1	0	1	2	0	1	4	1
Slc2a8_1_e1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Slc2a8_1_e2	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Slc2a8_1_se	0	1	0	0	1	0	0	0	1	2	1	2	2	1
Slc2a8_2_e1	0	2	0	0	1	0	0	0	1	2	0	2	2	2
Slc2a8_2_e2	0	1	0	1	2	0	0	0	1	2	0	3	2	2
Slc2a8_2_se	0	0	0	0	1	1	0	0	1	0	0	1	1	0
Slc30a9_1_e1	2	0	0	0	1	0	0	1	1	0	0	0	1	0
Slc30a9_1_e2	2	0	1	0	1	0	1	0	0	0	0	0	0	0
Slc30a9_1_se	2	0	0	0	0	2	2	3	0	0	0	0	0	0
Slc30a9_2_e1	2	0	0	0	1	0	0	1	1	0	0	0	1	0
Slc30a9_2_e2	2	0	1	0	1	0	1	0	0	0	0	0	0	0
Slc30a9_2_se	2	0	0	0	0	2	2	3	0	0	0	0	0	0
Slc35a2_1_e1	0	1	0	2	1	0	0	0	0	1	1	1	1	0
Slc35a2_1_e2	0	2	1	0	1	0	0	0	0	1	0	0	2	1
Slc35a2_1_se	0	1	0	1	2	0	0	0	0	3	1	5	5	3
Slc35a3_2_e1	1	0	0	0	1	0	0	1	0	0	0	0	0	0
Slc35a3_2_e2	0	1	0	4	0	0	0	0	0	1	0	1	1	1
Slc35a3_2_se	2	0	1	0	2	0	0	2	2	0	0	0	0	0
Slc35b4_nmdSE_1_e1	2	0	0	1	0	0	1	1	0	0	0	0	0	0
Slc35b4_nmdSE_1_e2	0	2	0	0	0	0	0	0	0	3	0	3	2	2
Slc35b4_nmdSE_1_se	0	0	1	0	2	0	0	0	2	1	0	0	0	0
Slc37a3_12_e1	1	0	0	0	1	0	0	1	1	1	0	0	1	0
Slc37a3_12_e2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Slc37a3_12_se	0	0	0	0	4	1	0	0	3	1	1	0	1	0
Slc37a3_14_e1	1	1	2	1	1	0	0	1	1	1	0	0	1	0
Slc37a3_14_e2	0	2	0	0	1	0	0	0	0	1	0	2	2	1
Slc37a3_14_se	0	3	1	0	2	0	0	0	0	2	0	2	3	1
Slc37a3_7_e1	1	1	2	1	1	0	0	1	1	1	0	0	1	0
Slc37a3_7_e2	0	2	0	0	1	0	0	0	0	1	0	2	2	1
Slc37a3_7_se	1	0	1	1	1	1	1	0	2	1	0	0	1	0
Slc37a3_8_e1	1	1	2	1	1	0	0	1	1	1	0	0	1	0
Slc37a3_8_e2	0	2	0	0	1	0	0	0	0	1	0	2	2	1
Slc37a3_8_se	1	1	1	0	4	0	0	1	2	1	1	0	1	0
Slc38a10_11_e1	0	1	0	1	1	0	0	0	1	2	0	1	1	1
Slc38a10_11_e2	0	2	0	0	1	0	0	0	1	2	0	1	1	2
Slc38a10_11_se	0	2	0	1	1	0	0	0	2	4	1	1	2	2
Slc38a10_15_e1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Slc38a10_15_e2	0	2	1	1	1	0	0	0	0	4	0	2	4	1
Slc38a10_15_se	1	1	0	0	2	0	0	2	2	1	0	0	0	0
Slc38a10_17_e1	0	0	0	0	0	0	0	0	1	1	0	0	1	0
Slc38a10_17_e2	0	2	0	0	1	0	0	0	1	2	0	1	1	2
Slc38a10_17_se	0	2	0	1	1	0	0	0	2	4	1	1	2	2
Slc38a10_1_e1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Slc38a10_1_e2	0	2	1	1	1	0	0	0	0	4	0	2	4	1
Slc38a10_1_se	1	1	0	0	1	0	0	1	1	1	0	0	0	0
Slc38a2_1_e1	0	0	1	1	1	1	1	1	1	0	1	0	0	0
Slc38a2_1_e2	0	0	1	1	0	0	0	1	0	0	0	0	0	0
Slc38a2_1_se	3	0	0	0	2	0	0	1	1	1	1	0	0	0
Slc39a11_3_e1	0	0	0	0	1	0	0	0	1	0	0	1	1	0
Slc39a11_3_e2	0	1	0	0	2	0	0	0	0	0	0	3	2	1
Slc39a11_3_se	0	2	0	0	2	0	0	0	1	2	0	2	2	1
Slc39a3_1_e1	0	1	0	0	0	0	0	0	0	1	0	1	1	1
Slc39a3_1_e2	0	2	0	1	0	0	0	0	0	2	0	2	2	2
Slc39a3_1_se	0	2	0	0	0	0	0	0	0	2	0	2	3	0
Slc39a9_2_e1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Slc39a9_2_e2	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Slc39a9_2_se	1	0	0	0	0	0	1	1	0	0	0	0	0	0
Slc4a10_1_e1	2	0	0	0	0	0	0	1	0	0	1	0	0	0
Slc4a10_1_e2	1	0	1	0	1	0	0	1	1	0	0	0	0	0
Slc4a10_1_se	1	0	0	2	0	0	0	1	0	0	1	0	0	0
Slc4a10_2_e1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Slc4a10_2_e2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Slc4a10_2_se	1	0	0	0	2	0	0	1	1	0	0	0	0	0
Slc4a1ap_2_e1	1	0	1	1	1	1	1	2	0	0	1	0	0	0
Slc4a1ap_2_e2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Slc4a1ap_2_se	1	0	1	2	2	2	1	1	1	1	2	1	1	0
Slc4a1ap_5_e1	1	0	0	1	0	1	0	1	0	1	0	1	1	0
Slc4a1ap_5_e2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Slc4a1ap_5_se	1	0	0	0	0	0	0	0	1	0	0	1	0	0
Slc50a1_3_e1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
Slc50a1_3_e2	0	0	0	1	1	1	1	0	1	2	1	0	0	1
Slc50a1_3_se	0	1	0	0	4	0	0	0	1	3	0	1	3	1
Slc6a6_3_e1	0	0	0	0	0	1	0	1	0	0	1	0	0	1
Slc6a6_3_e2	0	1	0	1	1	0	0	0	0	1	0	0	1	1
Slc6a6_3_se	0	0	0	1	1	0	0	0	1	1	0	0	1	1
Slc7a3_2_e1	0	0	2	0	3	1	0	0	0	0	0	0	0	0
Slc7a3_2_e2	0	1	1	1	3	1	0	0	1	2	0	0	1	0
Slc7a3_2_se	0	3	1	1	2	0	0	0	0	3	1	1	3	2
Slc9a3r2_1_e1	0	0	0	1	0	0	0	0	0	1	0	0	2	0
Slc9a3r2_1_e2	0	1	1	1	1	1	1	0	1	2	1	0	1	0
Slc9a3r2_1_se	0	0	0	1	2	1	0	0	0	1	0	0	1	0
Slit2_4_e1	0	1	0	0	1	0	0	1	1	1	0	1	1	1
Slit2_4_e2	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Slit2_4_se	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Sltm_2_e1	1	0	2	0	1	0	0	0	2	0	1	0	0	0
Sltm_2_e2	0	0	0	1	1	0	0	0	1	0	0	0	0	0
Sltm_2_se	2	0	2	0	3	0	0	2	3	0	3	0	0	0
Sltm_3_e1	3	0	2	1	1	1	1	1	1	0	1	0	0	0
Sltm_3_e2	2	0	0	1	2	0	0	2	1	0	1	0	0	0
Sltm_3_se	2	0	0	0	1	0	0	1	4	0	0	0	2	0
Slu7_2_e1	0	1	0	3	0	1	1	0	1	0	0	1	2	1
Slu7_2_e2	0	0	0	0	2	2	2	0	1	0	0	0	0	0
Slu7_2_se	1	0	1	0	0	1	0	1	0	0	1	0	0	0
Smad2_1_e1	1	0	0	0	2	1	1	2	1	1	0	0	1	1
Smad2_1_e2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Smad2_1_se	0	0	0	0	1	0	0	0	1	1	0	0	0	1
Smap1_3_e1	1	0	2	0	1	0	0	1	0	0	0	0	0	0
Smap1_3_e2	2	0	0	0	0	0	0	1	0	0	0	0	0	0
Smap1_3_se	1	0	0	0	2	0	1	1	1	0	1	0	2	0
Smarca2_7_e1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Smarca2_7_e2	1	0	2	1	1	1	2	1	1	0	1	0	0	0
Smarca2_7_se	1	0	1	1	1	1	0	1	0	0	1	0	0	0
Smarca2_9_e1	0	1	1	1	1	0	0	0	1	1	0	0	1	0
Smarca2_9_e2	1	0	2	0	1	0	0	0	1	0	0	0	0	0
Smarca2_9_se	0	1	1	0	0	0	0	0	2	0	1	1	1	0
Smarca4_2_e1	0	0	0	1	0	0	0	0	0	2	0	1	0	1
Smarca4_2_e2	0	1	1	1	1	1	1	0	1	1	0	1	1	1
Smarca4_2_se	0	1	0	0	1	0	0	0	0	3	0	1	2	2
Smarcad1_nmdSE_1_e1	1	0	0	0	1	0	0	1	3	1	0	0	1	0
Smarcad1_nmdSE_1_e2	2	0	1	0	2	0	0	2	1	0	0	0	0	0
Smarcad1_nmdSE_1_se	2	1	1	0	0	0	0	2	0	1	0	0	0	0
Smarcc2_3_e1	0	1	0	2	1	0	0	1	0	2	2	1	1	1
Smarcc2_3_e2	0	1	0	0	1	0	0	0	1	1	0	0	1	0
Smarcc2_3_se	0	3	0	1	0	0	0	0	1	3	0	2	5	2
Smarce1_1_e1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarce1_1_e2	0	2	0	1	1	0	0	0	0	2	0	4	2	3
Smarce1_1_se	3	0	0	0	0	0	0	2	0	0	1	0	0	0
Smarce1_2_e1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarce1_2_e2	2	0	1	0	0	0	0	2	0	0	1	0	0	0
Smarce1_2_se	3	0	0	0	0	0	0	2	0	0	1	0	0	0
Smarce1_9_e1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarce1_9_e2	0	2	0	1	1	0	0	0	0	2	0	4	2	3
Smarce1_9_se	3	0	1	0	1	0	0	2	1	0	1	0	0	0
Smg9_1_e1	0	2	1	1	1	0	0	0	0	2	0	2	2	1
Smg9_1_e2	0	0	0	0	2	0	0	0	2	1	0	0	2	0
Smg9_1_se	0	2	0	1	1	1	0	0	1	2	1	2	1	2
Smim20_nmdSE_1_e1	0	2	0	1	0	0	0	0	0	1	0	1	1	1
Smim20_nmdSE_1_e2	1	0	1	0	1	0	1	1	1	0	0	0	0	0
Smim20_nmdSE_1_se	1	0	1	0	1	0	0	0	0	0	1	0	0	0
Smim20_nmdSE_2_e1	0	2	0	1	0	0	0	0	0	1	0	1	1	1
Smim20_nmdSE_2_e2	1	0	1	0	1	0	1	1	1	0	0	0	0	0
Smim20_nmdSE_2_se	1	1	2	0	2	1	0	0	1	1	1	1	1	1
Smox_12_e1	0	0	0	1	0	0	0	0	0	1	0	1	0	1
Smox_12_e2	0	2	0	0	1	0	0	0	0	2	0	0	2	1
Smox_12_se	0	0	0	1	2	0	1	0	0	2	1	1	4	0
Smox_13_e1	0	0	0	1	2	0	1	0	0	2	1	0	3	0
Smox_13_e2	0	2	0	0	1	0	0	0	0	2	0	0	2	1
Smox_13_se	1	1	1	0	2	0	0	0	0	1	0	0	2	0
Smox_6_e1	0	0	1	0	1	1	1	1	1	0	0	0	1	0
Smox_6_e2	0	0	0	1	0	0	0	0	0	0	0	1	2	0
Smox_6_se	0	4	1	5	3	1	2	0	0	6	1	3	5	4
Snapc3_3_e1	1	0	1	1	1	1	0	0	2	0	0	0	1	0
Snapc3_3_e2	0	0	1	0	1	1	1	0	2	0	0	0	0	0
Snapc3_3_se	2	1	0	0	2	1	0	1	2	2	0	1	2	1
Snapin_1_e1	0	0	0	2	1	1	2	0	2	0	1	0	1	0
Snapin_1_e2	0	1	0	0	0	0	0	0	0	1	0	2	2	4
Snapin_1_se	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Snf8_3_e1	0	1	0	1	1	0	0	0	0	1	1	1	1	1
Snf8_3_e2	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Snf8_3_se	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Snhg11_nmdSE_1_e1	0	1	0	0	1	0	0	0	0	2	0	0	1	1
Snhg11_nmdSE_1_e2	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Snhg11_nmdSE_1_se	0	0	2	0	0	0	0	0	0	0	1	0	0	0
Snhg11_nmdSE_2_e1	0	1	0	0	1	0	0	0	0	2	0	0	1	1
Snhg11_nmdSE_2_e2	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Snhg11_nmdSE_2_se	0	0	2	0	0	0	0	0	0	0	1	0	0	0
Snrk_1_e1	0	0	0	2	0	0	0	0	0	2	2	3	2	2
Snrk_1_e2	1	0	0	0	0	0	0	1	1	0	0	0	0	0
Snrk_1_se	2	1	1	0	1	0	0	1	1	1	0	0	0	0
Snrk_7_e1	3	0	1	0	1	2	1	1	2	0	0	0	0	0
Snrk_7_e2	1	0	0	0	0	0	0	1	1	0	0	0	0	0
Snrk_7_se	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Snrnp70_1_e1	0	0	0	1	1	1	0	0	1	0	0	0	0	0
Snrnp70_1_e2	0	3	0	0	2	0	0	0	0	2	0	2	3	2
Snrnp70_1_se	2	0	0	1	2	3	2	2	2	0	2	0	1	0
Snrnp70_3_e1	0	2	0	1	3	0	0	0	0	3	1	1	2	1
Snrnp70_3_e2	0	0	0	0	2	1	0	0	1	2	1	1	1	1
Snrnp70_3_se	0	8	0	4	12	2	1	0	6	14	2	5	14	7
