	bin	L_score	pvals	qvals	norm_pvals	norm_qvals
Atp5c1_2	mean_2_var_2	0.29837969867174263	0.000999000999000999	0.0011364297078582792	3.2543950279957438e-62	
Bin1_9	mean_2_var_2	0.6128624852803555	0.000999000999000999	0.0011364297078582792	2.1228740988249888e-247	
Bpnt1_4	mean_2_var_2	0.03622182343500344	0.01998001998001998	0.021586453747257768	0.006964758438126831	
Card19_2	mean_2_var_2	0.1087799726098777	0.000999000999000999	0.0011364297078582792	9.206044959830952e-11	
Cd47_2	mean_2_var_2	0.07342482840497541	0.000999000999000999	0.0011364297078582792	3.9772261716319204e-06	
Cd82_2	mean_2_var_2	0.04485357426244698	0.011988011988011988	0.013217551679090141	0.0017233230711047411	
Cdc123_7	mean_2_var_2	-0.010902497382243104	0.5344655344655345	0.5382205616397654	0.5333009315833958	
Cdc123_8	mean_2_var_2	0.08801493068827229	0.000999000999000999	0.0011364297078582792	7.456448492095983e-08	
Cdc26_1	mean_2_var_2	-0.008206010203453965	0.4755244755244755	0.4811188811188811	0.47531255725015525	
Cdk4_1	mean_2_var_2	0.06978918238629922	0.000999000999000999	0.0011364297078582792	9.76310268638288e-06	
Cdk4_2	mean_2_var_2	0.08794047815526385	0.000999000999000999	0.0011364297078582792	7.620891723633063e-08	
Chchd3_9	mean_2_var_2	0.673347104154053	0.000999000999000999	0.0011364297078582792	2.4599618964094236e-297	
Clcn4_2	mean_2_var_2	0.10479266141068687	0.000999000999000999	0.0011364297078582792	3.662756585133146e-10	
Clta_1	mean_2_var_2	0.8195860862060517	0.000999000999000999	0.0011364297078582792	0.0	
Clta_2	mean_2_var_2	0.8232103253550029	0.000999000999000999	0.0011364297078582792	0.0	
Cltb_2	mean_2_var_2	0.6322554279406111	0.000999000999000999	0.0011364297078582792	6.599431495711416e-263	
Ctsa_4	mean_2_var_2	0.03981181999281417	0.011988011988011988	0.013217551679090141	0.003991615244722827	
Ctsa_7	mean_2_var_2	0.039882336913032196	0.011988011988011988	0.013217551679090141	0.003946850336619475	
Dctn6_3	mean_2_var_2	0.10679454306406537	0.000999000999000999	0.0011364297078582792	1.841450508985733e-10	
Dctn6_4	mean_2_var_2	0.11158383418155766	0.000999000999000999	0.0011364297078582792	3.3928576734742415e-11	
Dnajc24_1	mean_2_var_2	0.031354481041470095	0.01998001998001998	0.021586453747257768	0.014029770795879621	
Eef1d_2	mean_2_var_2	0.0731957697303186	0.000999000999000999	0.0011364297078582792	4.213330981718365e-06	
Efcab14_2	mean_2_var_2	0.05278906668796562	0.011988011988011988	0.013217551679090141	0.00039973202422996886	
Eif4a2_6	mean_2_var_2	0.16463299951963115	0.000999000999000999	0.0011364297078582792	3.067796415029958e-21	
Epn2_10	mean_2_var_2	0.049854148351199314	0.011988011988011988	0.013217551679090141	0.0007000670024347851	
Ergic3_3	mean_2_var_2	0.6873285395543023	0.000999000999000999	0.0011364297078582792	1.549544489977893e-309	
Fntb_5	mean_2_var_2	0.012626621549630025	0.08191808191808192	0.08612414480385142	0.1178170656433879	
Foxn3_1	mean_2_var_2	0.03938631251010853	0.011988011988011988	0.013217551679090141	0.004271510879025466	
Foxn3_2	mean_2_var_2	0.04906508475282477	0.011988011988011988	0.013217551679090141	0.000810646409498014	
Gnas_4	mean_2_var_2	0.45194075062985645	0.000999000999000999	0.0011364297078582792	4.814013767627717e-137	
Gpt_2	mean_2_var_2	0.006482353495898274	0.16483516483516483	0.1699739109811052	0.1964281014404885	
Gtf2a2_3	mean_2_var_2	0.0778614648035391	0.000999000999000999	0.0011364297078582792	1.2644241738568867e-06	
Gtf2a2_4	mean_2_var_2	0.10326796726029845	0.000999000999000999	0.0011364297078582792	6.136857661647765e-10	
Hmgcl_2	mean_2_var_2	0.048656471951818374	0.011988011988011988	0.013217551679090141	0.0008740272298253651	
Hnrnpa1_3	mean_2_var_2	0.13523050866048125	0.000999000999000999	0.0011364297078582792	3.0660210264173956e-15	
Hnrnpa2b1_2	mean_2_var_2	0.1322207341282185	0.000999000999000999	0.0011364297078582792	1.0962277872646478e-14	
Hnrnpc_1	mean_2_var_2	0.07163983215199136	0.000999000999000999	0.0011364297078582792	6.209633802474091e-06	
Hnrnpk_4	mean_2_var_2	0.010367194714013945	0.1018981018981019	0.10583619279271454	0.14365073604006173	
Idh3g_5	mean_2_var_2	0.3391666179487508	0.000999000999000999	0.0011364297078582792	3.448736545737888e-79	
Immt_4	mean_2_var_2	0.26212813475089636	0.000999000999000999	0.0011364297078582792	6.926087099053097e-49	
Kmt2e_3	mean_2_var_2	0.01946503811026743	0.04595404595404595	0.0494005994005994	0.05997963756533985	
Lims1_1	mean_2_var_2	0.11197556852711125	0.000999000999000999	0.0011364297078582792	2.945943854868055e-11	
Mcee_1	mean_2_var_2	0.09079472473267243	0.000999000999000999	0.0011364297078582792	3.2654866852753405e-08	
Mff_5	mean_2_var_2	0.22222581909156283	0.000999000999000999	0.0011364297078582792	3.9682117286234583e-36	
Mmadhc_2	mean_2_var_2	-0.052758928847804726	0.987012987012987	0.987012987012987	0.9904091649288902	
Morf4l2_7	mean_2_var_2	0.4927788001861289	0.000999000999000999	0.0011364297078582792	5.932832192635512e-162	
Mpv17_2	mean_2_var_2	0.186201144810793	0.000999000999000999	0.0011364297078582792	2.502818003909726e-26	
